"title","authors","matched_title","matched_author","submitted","updated","score","num_reviews","id","arx_id","arx_id_match","match_type"
"Multi-Scale Dense Networks for Resource Efficient Image Classification","[""Gao Huang"", ""Danlu Chen"", ""Tianhong Li"", ""Felix Wu"", ""Laurens van der Maaten"", ""Kilian Weinberger""]","Multi-Scale Dense Networks for Resource Efficient Image Classification","Gao Huang|Danlu Chen|Tianhong Li|Felix Wu|Laurens van der Maaten|Kilian Q. Weinberger","2017-03-29 00:19:20","2018-06-07 14:39:29",8.33333333333333,3,"Hk2aImxAb",NA,"1703.09844v5","automatic"
"Imitation Learning from Visual Data with Multiple Intentions","[""Aviv Tamar"", ""Khashayar Rohanimanesh"", ""Yinlam Chow"", ""Chris Vigorito"", ""Ben Goodrich"", ""Michael Kahane"", ""Derik Pridmore""]",NA,NA,NA,NA,5.33333333333333,3,"Hk3ddfWRW",NA,NA,"automatic"
"Smooth Loss Functions for Deep Top-k Classification","[""Leonard Berrada"", ""Andrew Zisserman"", ""M. Pawan Kumar""]","Smooth Loss Functions for Deep Top-k Classification","Leonard Berrada|Andrew Zisserman|M. Pawan Kumar","2018-02-21 14:54:43","2018-02-21 14:54:43",7,3,"Hk5elxbRW",NA,"1802.07595v1","automatic"
"Emergent Communication through Negotiation","[""Kris Cao"", ""Angeliki Lazaridou"", ""Marc Lanctot"", ""Joel Z Leibo"", ""Karl Tuyls"", ""Stephen Clark""]","Emergent Communication through Negotiation","Kris Cao|Angeliki Lazaridou|Marc Lanctot|Joel Z Leibo|Karl Tuyls|Stephen Clark","2018-04-11 13:48:08","2018-04-11 13:48:08",6,3,"Hk6WhagRW",NA,"1804.03980v1","automatic"
"Certifying Some Distributional Robustness with Principled Adversarial Training","[""Aman Sinha"", ""Hongseok Namkoong"", ""John Duchi""]","Certifying Some Distributional Robustness with Principled Adversarial Training","Aman Sinha|Hongseok Namkoong|Riccardo Volpi|John Duchi","2017-10-29 07:27:57","2020-05-01 07:29:34",9,3,"Hk6kPgZA-",NA,"1710.10571v5","automatic"
"Not-So-Random Features","[""Brian Bullins"", ""Cyril Zhang"", ""Yi Zhang""]","Not-So-Random Features","Brian Bullins|Cyril Zhang|Yi Zhang","2017-10-27 16:28:06","2018-02-27 00:50:27",5.66666666666667,3,"Hk8XMWgRb",NA,"1710.10230v2","automatic"
"Investigating Human Priors for Playing Video Games","[""Rachit Dubey"", ""Pulkit Agrawal"", ""Deepak Pathak"", ""Thomas L. Griffiths"", ""Alexei A. Efros""]","Investigating Human Priors for Playing Video Games","Rachit Dubey|Pulkit Agrawal|Deepak Pathak|Thomas L. Griffiths|Alexei A. Efros","2018-02-28 00:26:44","2018-07-25 02:33:41",5.33333333333333,3,"Hk91SGWR-",NA,"1802.10217v3","automatic"
"Progressive Growing of GANs for Improved Quality, Stability, and Variation","[""Tero Karras"", ""Timo Aila"", ""Samuli Laine"", ""Jaakko Lehtinen""]","Progressive Growing of GANs for Improved Quality, Stability, and Variation","Tero Karras|Timo Aila|Samuli Laine|Jaakko Lehtinen","2017-10-27 15:28:35","2018-02-26 15:33:34",5.66666666666667,3,"Hk99zCeAb",NA,"1710.10196v3","automatic"
"On the Discrimination-Generalization Tradeoff in GANs","[""Pengchuan Zhang"", ""Qiang Liu"", ""Dengyong Zhou"", ""Tao Xu"", ""Xiaodong He""]","On the Discrimination-Generalization Tradeoff in GANs","Pengchuan Zhang|Qiang Liu|Dengyong Zhou|Tao Xu|Xiaodong He","2017-11-07 23:45:20","2018-02-23 20:25:46",5.33333333333333,3,"Hk9Xc_lR-",NA,"1711.02771v2","automatic"
"A Deep Reinforced Model for Abstractive Summarization","[""Romain Paulus"", ""Caiming Xiong"", ""Richard Socher""]","A Deep Reinforced Model for Abstractive Summarization","Romain Paulus|Caiming Xiong|Richard Socher","2017-05-11 17:39:35","2017-11-13 20:11:26",7,3,"HkAClQgA-",NA,"1705.04304v3","automatic"
"Can Deep Reinforcement Learning solve Erdos-Selfridge-Spencer Games?","[""Maithra Raghu"", ""Alex Irpan"", ""Jacob Andreas"", ""Robert Kleinberg"", ""Quoc Le"", ""Jon Kleinberg""]","Can Deep Reinforcement Learning Solve Erdos-Selfridge-Spencer Games?","Maithra Raghu|Alex Irpan|Jacob Andreas|Robert Kleinberg|Quoc V. Le|Jon Kleinberg","2017-11-07 06:16:56","2018-06-29 00:18:48",5.66666666666667,3,"HkCnm-bAb",NA,"1711.02301v5","automatic"
"Generative Models of Visually Grounded Imagination","[""Ramakrishna Vedantam"", ""Ian Fischer"", ""Jonathan Huang"", ""Kevin Murphy""]","Generative Models of Visually Grounded Imagination","Ramakrishna Vedantam|Ian Fischer|Jonathan Huang|Kevin Murphy","2017-05-30 17:32:26","2018-11-09 08:16:22",7,3,"HkCsm6lRb",NA,"1705.10762v8","automatic"
"3C-GAN: AN CONDITION-CONTEXT-COMPOSITE GENERATIVE ADVERSARIAL NETWORKS FOR GENERATING IMAGES SEPARATELY","[""Yeu-Chern Harn"", ""Vladimir Jojic""]",NA,NA,NA,NA,4.33333333333333,3,"HkCvZXbC-",NA,NA,"automatic"
"Learning Efficient Tensor Representations with Ring Structure Networks","[""Qibin Zhao"", ""Masashi Sugiyama"", ""Longhao Yuan"", ""Andrzej Cichocki""]","Learning Efficient Tensor Representations with Ring Structure Networks","Qibin Zhao|Masashi Sugiyama|Andrzej Cichocki","2017-05-20 06:40:49","2017-05-26 03:33:17",5.33333333333333,3,"HkGJUXb0-",NA,"1705.08286v3","automatic"
"Auxiliary Guided Autoregressive Variational Autoencoders","[""Thomas Lucas"", ""Jakob Verbeek""]","Auxiliary Guided Autoregressive Variational Autoencoders","Thomas Lucas|Jakob Verbeek","2017-11-30 15:57:24","2019-04-18 06:49:26",5.66666666666667,3,"HkGcX--0-",NA,"1711.11479v2","automatic"
"Using Deep Reinforcement Learning to Generate Rationales for Molecules","[""Benson Chen"", ""Connor Coley"", ""Regina Barzilay"", ""Tommi Jaakkola""]",NA,NA,NA,NA,5,3,"HkJ1rgbCb",NA,NA,"automatic"
"Wasserstein Auto-Encoders","[""Ilya Tolstikhin"", ""Olivier Bousquet"", ""Sylvain Gelly"", ""Bernhard Schoelkopf""]","Wasserstein Auto-Encoders","Ilya Tolstikhin|Olivier Bousquet|Sylvain Gelly|Bernhard Schoelkopf","2017-11-05 10:18:27","2019-12-05 10:27:44",8,3,"HkL7n1-0b",NA,"1711.01558v4","automatic"
"Improving Deep Learning by Inverse Square Root Linear Units (ISRLUs)","[""Brad Carlile"", ""Guy Delamarter"", ""Paul Kinney"", ""Akiko Marti"", ""Brian Whitney""]","Improving Deep Learning by Inverse Square Root Linear Units (ISRLUs)","Brad Carlile|Guy Delamarter|Paul Kinney|Akiko Marti|Brian Whitney","2017-10-27 02:01:28","2017-11-09 21:59:39",4,3,"HkMCybx0-",NA,"1710.09967v2","automatic"
"Reinforcement Learning via Replica Stacking of Quantum Measurements for the Training of Quantum Boltzmann Machines","[""Anna Levit"", ""\u0006 Daniel Crawford"", ""Navid Ghadermarzy"", ""Jaspreet S. Oberoi"", ""Ehsan Zahedinejad"", ""Pooya Ronagh""]",NA,NA,NA,NA,4.66666666666667,3,"HkMhoDITb",NA,NA,"automatic"
"Learning Latent Representations in Neural Networks for Clustering through Pseudo Supervision and Graph-based Activity Regularization","[""Ozsel Kilinc"", ""Ismail Uysal""]","Learning Latent Representations in Neural Networks for Clustering through Pseudo Supervision and Graph-based Activity Regularization","Ozsel Kilinc|Ismail Uysal","2018-02-08 22:13:59","2018-02-08 22:13:59",6.66666666666667,3,"HkMvEOlAb",NA,"1802.03063v1","automatic"
"On the Expressive Power of Overlapping Architectures of Deep Learning","[""Or Sharir"", ""Amnon Shashua""]","On the Expressive Power of Overlapping Architectures of Deep Learning","Or Sharir|Amnon Shashua","2017-03-06 19:07:12","2018-02-24 14:47:00",6.66666666666667,3,"HkNGsseC-",NA,"1703.02065v4","automatic"
"Graph Classification with 2D Convolutional Neural Networks","[""Antoine J.-P. Tixier"", ""Giannis Nikolentzos"", ""Polykarpos Meladianos"", ""Michalis Vazirgiannis""]","Graph Classification with 2D Convolutional Neural Networks","Antoine Jean-Pierre Tixier|Giannis Nikolentzos|Polykarpos Meladianos|Michalis Vazirgiannis","2017-07-29 09:20:29","2019-09-03 12:28:16",4.66666666666667,3,"HkOhuyA6-",NA,"1708.02218v4","automatic"
"Combining Model-based and Model-free RL via Multi-step Control Variates","[""Tong Che"", ""Yuchen Lu"", ""George Tucker"", ""Surya Bhupatiraju"", ""Shane Gu"", ""Sergey Levine"", ""Yoshua Bengio""]",NA,NA,NA,NA,4.66666666666667,3,"HkPCrEZ0Z",NA,NA,"automatic"
"Attacking Binarized Neural Networks","[""Angus Galloway"", ""Graham W. Taylor"", ""Medhat Moussa""]","Attacking Binarized Neural Networks","Angus Galloway|Graham W. Taylor|Medhat Moussa","2017-11-01 17:28:26","2018-01-31 17:03:31",6.66666666666667,3,"HkTEFfZRb",NA,"1711.00449v2","automatic"
"SEARNN: Training RNNs with global-local losses","[""R\u00e9mi Leblond"", ""Jean-Baptiste Alayrac"", ""Anton Osokin"", ""Simon Lacoste-Julien""]","SEARNN: Training RNNs with Global-Local Losses","Rémi Leblond|Jean-Baptiste Alayrac|Anton Osokin|Simon Lacoste-Julien","2017-06-14 14:00:58","2018-03-04 15:44:13",6.66666666666667,3,"HkUR_y-RZ",NA,"1706.04499v3","automatic"
"Towards Image Understanding from Deep Compression Without Decoding","[""Robert Torfason"", ""Fabian Mentzer"", ""Eirikur Agustsson"", ""Michael Tschannen"", ""Radu Timofte"", ""Luc Van Gool""]","Towards Image Understanding from Deep Compression without Decoding","Robert Torfason|Fabian Mentzer|Eirikur Agustsson|Michael Tschannen|Radu Timofte|Luc Van Gool","2018-03-16 09:51:09","2018-03-16 09:51:09",7,3,"HkXWCMbRW",NA,"1803.06131v1","automatic"
"Temporally Efficient Deep Learning with Spikes","[""Peter O'Connor"", ""Efstratios Gavves"", ""Matthias Reisser"", ""Max Welling""]","Temporally Efficient Deep Learning with Spikes","Peter O'Connor|Efstratios Gavves|Max Welling","2017-06-13 16:56:27","2017-06-13 16:56:27",7,3,"HkZy-bW0-",NA,"1706.04159v1","automatic"
"Data-driven Feature Sampling for Deep Hyperspectral Classification and Segmentation","[""William M. Severa"", ""Jerilyn A. Timlin"", ""Suraj Kholwadwala"", ""Conrad D. James"", ""James B. Aimone""]","Data-driven Feature Sampling for Deep Hyperspectral Classification and Segmentation","William M. Severa|Jerilyn A. Timlin|Suraj Kholwadwala|Conrad D. James|James B. Aimone","2017-10-26 22:45:28","2017-10-26 22:45:28",4.33333333333333,3,"HkanP0lRW",NA,"1710.09934v1","automatic"
"Convolutional Normalizing Flows","[""Guoqing Zheng"", ""Yiming Yang"", ""Jaime Carbonell""]","Convolutional Normalizing Flows","Guoqing Zheng|Yiming Yang|Jaime Carbonell","2017-11-07 02:03:39","2018-07-09 19:02:14",3.66666666666667,3,"HkbJTYyAb",NA,"1711.02255v2","automatic"
"Spherical CNNs","[""Taco S. Cohen"", ""Mario Geiger"", ""Jonas K\u00f6hler"", ""Max Welling""]","Spherical CNNs","Taco S. Cohen|Mario Geiger|Jonas Koehler|Max Welling","2018-01-30 18:28:30","2018-02-25 13:43:49",8,3,"Hkbd5xZRb",NA,"1801.10130v3","automatic"
"The Mutual Autoencoder: Controlling Information in Latent Code Representations","[""Mary Phuong"", ""Max Welling"", ""Nate Kushman"", ""Ryota Tomioka"", ""Sebastian Nowozin""]",NA,NA,NA,NA,4.33333333333333,3,"HkbmWqxCZ",NA,NA,"automatic"
"A Hierarchical Model for Device Placement","[""Azalia Mirhoseini"", ""Anna Goldie"", ""Hieu Pham"", ""Benoit Steiner"", ""Quoc V. Le"", ""Jeff Dean""]",NA,NA,NA,NA,6,3,"Hkc-TeZ0W",NA,NA,"automatic"
"Exploring Deep Recurrent Models with Reinforcement Learning for Molecule Design","[""Daniel Neil"", ""Marwin Segler"", ""Laura Guasch"", ""Mohamed Ahmed"", ""Dean Plumbley"", ""Matthew Sellwood"", ""Nathan Brown""]",NA,NA,NA,NA,5.66666666666667,3,"HkcTe-bR-",NA,NA,"automatic"
"Sparse-Complementary Convolution for Efficient Model Utilization on CNNs","[""Chun-Fu (Richard) Chen"", ""Jinwook Oh"", ""Quanfu Fan"", ""Marco Pistoia"", ""Gwo Giun (Chris) Lee""]",NA,NA,NA,NA,5.33333333333333,3,"HkeJVllRW",NA,NA,"automatic"
"A Semantic Loss Function for Deep Learning with Symbolic Knowledge","[""Jingyi Xu"", ""Zilu Zhang"", ""Tal Friedman"", ""Yitao Liang"", ""Guy Van den Broeck""]","A Semantic Loss Function for Deep Learning with Symbolic Knowledge","Jingyi Xu|Zilu Zhang|Tal Friedman|Yitao Liang|Guy Van den Broeck","2017-11-29 23:49:55","2018-06-08 00:05:58",5.33333333333333,3,"HkepKG-Rb",NA,"1711.11157v2","automatic"
"Neural Sketch Learning for Conditional Program Generation","[""Vijayaraghavan Murali"", ""Letao Qi"", ""Swarat Chaudhuri"", ""Chris Jermaine""]","Neural Sketch Learning for Conditional Program Generation","Vijayaraghavan Murali|Letao Qi|Swarat Chaudhuri|Chris Jermaine","2017-03-16 16:23:30","2018-04-12 19:09:05",7.33333333333333,3,"HkfXMz-Ab",NA,"1703.05698v5","automatic"
"Exponentially vanishing sub-optimal local minima in multilayer neural networks","[""Daniel Soudry"", ""Elad Hoffer""]","Exponentially vanishing sub-optimal local minima in multilayer neural networks","Daniel Soudry|Elad Hoffer","2017-02-19 18:12:51","2017-10-28 08:23:22",6,3,"Hkfmn5n6W",NA,"1702.05777v5","automatic"
"Distributed Fine-tuning of Language Models on Private Data","[""Vadim Popov"", ""Mikhail Kudinov"", ""Irina Piontkovskaya"", ""Petr Vytovtov"", ""Alex Nevidomsky""]",NA,NA,NA,NA,4.33333333333333,3,"HkgNdt26Z",NA,NA,"automatic"
"Ground-Truth Adversarial Examples","[""Nicholas Carlini"", ""Guy Katz"", ""Clark Barrett"", ""David L. Dill""]",NA,NA,NA,NA,5,3,"Hki-ZlbA-",NA,NA,"automatic"
"Automatic Parameter Tying in Neural Networks","[""Yibo Yang"", ""Nicholas Ruozzi"", ""Vibhav Gogate""]",NA,NA,NA,NA,6,3,"HkinqfbAb",NA,NA,"automatic"
"Siamese Survival Analysis with Competing Risks","[""Anton Nemchenko"", ""Kartik Ahuja"", ""Mihaela Van Der Schaar""]","Siamese Survival Analysis with Competing Risks","Anton Nemchenko|Trent Kyono|Mihaela Van Der Schaar","2018-07-16 15:56:55","2018-08-16 22:48:20",4,3,"HkjL6MiTb",NA,"1807.05935v2","automatic"
"UPS: optimizing Undirected Positive Sparse graph for neural graph filtering","[""Mikhail Yurochkin"", ""Dung Thai"", ""Hung Hai Bui"", ""XuanLong Nguyen""]",NA,NA,NA,NA,4.33333333333333,3,"HklZOfW0W",NA,NA,"automatic"
"Image Segmentation by Iterative Inference from Conditional Score Estimation","[""Adriana Romero"", ""Michal Drozdzal"", ""Akram Erraqabi"", ""Simon J\u00e9gou"", ""Yoshua Bengio""]","Image Segmentation by Iterative Inference from Conditional Score Estimation","Adriana Romero|Michal Drozdzal|Akram Erraqabi|Simon Jégou|Yoshua Bengio","2017-05-21 13:56:03","2017-08-18 22:22:28",4.33333333333333,3,"HklpCzC6-",NA,"1705.07450v2","automatic"
"Visualizing the Loss Landscape of Neural Nets","[""Hao Li"", ""Zheng Xu"", ""Gavin Taylor"", ""Tom Goldstein""]","Visualizing the Loss Landscape of Neural Nets","Hao Li|Zheng Xu|Gavin Taylor|Christoph Studer|Tom Goldstein","2017-12-28 16:15:42","2018-11-07 06:25:20",4.66666666666667,3,"HkmaTz-0W",NA,"1712.09913v3","automatic"
"Learning how to explain neural networks: PatternNet and PatternAttribution","[""Pieter-Jan Kindermans"", ""Kristof T. Sch\u00fctt"", ""Maximilian Alber"", ""Klaus-Robert M\u00fcller"", ""Dumitru Erhan"", ""Been Kim"", ""Sven D\u00e4hne""]","Learning how to explain neural networks: PatternNet and PatternAttribution","Pieter-Jan Kindermans|Kristof T. Schütt|Maximilian Alber|Klaus-Robert Müller|Dumitru Erhan|Been Kim|Sven Dähne","2017-05-16 08:58:25","2017-10-24 23:10:33",7.33333333333333,3,"Hkn7CBaTW",NA,"1705.05598v2","automatic"
"Generating Adversarial Examples with Adversarial Networks","[""Chaowei Xiao"", ""Bo Li"", ""Jun-Yan Zhu"", ""Warren He"", ""Mingyan Liu"", ""Dawn Song""]","Generating Adversarial Examples with Adversarial Networks","Chaowei Xiao|Bo Li|Jun-Yan Zhu|Warren He|Mingyan Liu|Dawn Song","2018-01-08 18:50:13","2019-02-14 15:53:22",5.66666666666667,3,"HknbyQbC-",NA,"1801.02610v5","automatic"
"Monotonic Chunkwise Attention","[""Chung-Cheng Chiu*"", ""Colin Raffel*""]","Monotonic Chunkwise Attention","Chung-Cheng Chiu|Colin Raffel","2017-12-14 18:29:42","2018-02-23 01:35:36",7,3,"Hko85plCW",NA,"1712.05382v2","automatic"
"Revisiting Bayes by Backprop","[""Meire Fortunato"", ""Charles Blundell"", ""Oriol Vinyals""]",NA,NA,NA,NA,5.66666666666667,3,"Hkp3uhxCW",NA,NA,"automatic"
"Learning to Mix n-Step Returns: Generalizing Lambda-Returns for Deep Reinforcement Learning","[""Sahil Sharma"", ""Girish Raguvir J *"", ""Srivatsan Ramesh *"", ""Balaraman Ravindran""]","Learning to Mix n-Step Returns: Generalizing lambda-Returns for Deep
  Reinforcement Learning","Sahil Sharma|Girish Raguvir J|Srivatsan Ramesh|Balaraman Ravindran","2017-05-21 12:47:37","2017-11-05 06:36:53",5.33333333333333,3,"HkpRBFxRb","1705.07445","1705.07445v2","manual_title"
"Gradients explode - Deep Networks are shallow - ResNet explained","[""George Philipp"", ""Dawn Song"", ""Jaime G. Carbonell""]",NA,NA,NA,NA,5.33333333333333,3,"HkpYwMZRb",NA,NA,"automatic"
"Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs","[""Forough Arabshahi"", ""Sameer Singh"", ""Animashree Anandkumar""]","Combining Symbolic Expressions and Black-box Function Evaluations in Neural Programs","Forough Arabshahi|Sameer Singh|Animashree Anandkumar","2018-01-12 22:24:42","2018-04-26 23:36:01",6.33333333333333,3,"Hksj2WWAW",NA,"1801.04342v3","automatic"
"Towards Neural Phrase-based Machine Translation","[""Po-Sen Huang"", ""Chong Wang"", ""Sitao Huang"", ""Dengyong Zhou"", ""Li Deng""]","Towards Neural Phrase-based Machine Translation","Po-Sen Huang|Chong Wang|Sitao Huang|Dengyong Zhou|Li Deng","2017-06-17 17:36:23","2018-09-24 10:34:16",6.66666666666667,3,"HktJec1RZ",NA,"1706.05565v8","automatic"
"Learning Deep Mean Field Games for Modeling Large Population Behavior","[""Jiachen Yang"", ""Xiaojing Ye"", ""Rakshit Trivedi"", ""Huan Xu"", ""Hongyuan Zha""]","Learning Deep Mean Field Games for Modeling Large Population Behavior","Jiachen Yang|Xiaojing Ye|Rakshit Trivedi|Huan Xu|Hongyuan Zha","2017-11-08 20:43:39","2018-04-22 06:33:04",8.66666666666667,3,"HktK4BeCZ",NA,"1711.03156v2","automatic"
"Polar Transformer Networks","[""Carlos Esteves"", ""Christine Allen-Blanchette"", ""Xiaowei Zhou"", ""Kostas Daniilidis""]","Polar Transformer Networks","Carlos Esteves|Christine Allen-Blanchette|Xiaowei Zhou|Kostas Daniilidis","2017-09-06 16:43:59","2018-02-01 06:19:51",7.33333333333333,3,"HktRlUlAZ",NA,"1709.01889v3","automatic"
"Reward Estimation via State Prediction","[""Daiki Kimura"", ""Subhajit Chaudhury"", ""Ryuki Tachibana"", ""Sakyasingha Dasgupta""]",NA,NA,NA,NA,4,3,"HktXuGb0-",NA,NA,"automatic"
"All-but-the-Top: Simple and Effective Postprocessing for Word Representations","[""Jiaqi Mu"", ""Pramod Viswanath""]","All-but-the-Top: Simple and Effective Postprocessing for Word
  Representations","Jiaqi Mu|Suma Bhat|Pramod Viswanath","2017-02-05 15:43:07","2018-03-19 20:28:27",6.66666666666667,3,"HkuGJ3kCb","1702.01417","1702.01417v2","manual_title"
"Skip Connections Eliminate Singularities","[""Emin Orhan"", ""Xaq Pitkow""]","Skip Connections Eliminate Singularities","A. Emin Orhan|Xaq Pitkow","2017-01-31 18:41:07","2018-03-04 22:23:18",7.33333333333333,3,"HkwBEMWCZ",NA,"1701.09175v8","automatic"
"Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks","[""V\u00edctor Campos"", ""Brendan Jou"", ""Xavier Gir\u00f3-i-Nieto"", ""Jordi Torres"", ""Shih-Fu Chang""]","Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks","Victor Campos|Brendan Jou|Xavier Giro-i-Nieto|Jordi Torres|Shih-Fu Chang","2017-08-22 21:53:34","2018-02-05 17:14:12",6,3,"HkwVAXyCW",NA,"1708.06834v3","automatic"
"Breaking the Softmax Bottleneck: A High-Rank RNN Language Model","[""Zhilin Yang"", ""Zihang Dai"", ""Ruslan Salakhutdinov"", ""William W. Cohen""]","Breaking the Softmax Bottleneck: A High-Rank RNN Language Model","Zhilin Yang|Zihang Dai|Ruslan Salakhutdinov|William W. Cohen","2017-11-10 18:29:00","2018-03-02 20:20:52",7.33333333333333,3,"HkwZSG-CZ",NA,"1711.03953v4","automatic"
"WHAT ARE GANS USEFUL FOR?","[""Pablo M. Olmos"", ""Briland Hitaj"", ""Paolo Gasti"", ""Giuseppe Ateniese"", ""Fernando Perez-Cruz""]",NA,NA,NA,NA,3,3,"HkwrqtlR-",NA,NA,"automatic"
"Sparse Persistent RNNs: Squeezing Large Recurrent Networks On-Chip","[""Feiwen Zhu"", ""Jeff Pool"", ""Michael Andersch"", ""Jeremy Appleyard"", ""Fung Xie""]","Sparse Persistent RNNs: Squeezing Large Recurrent Networks On-Chip","Feiwen Zhu|Jeff Pool|Michael Andersch|Jeremy Appleyard|Fung Xie","2018-04-26 18:18:57","2018-04-26 18:18:57",6,3,"HkxF5RgC-",NA,"1804.10223v1","automatic"
"Learning Deep Generative Models of Graphs","[""Yujia Li"", ""Oriol Vinyals"", ""Chris Dyer"", ""Razvan Pascanu"", ""Peter Battaglia""]","Learning Deep Generative Models of Graphs","Yujia Li|Oriol Vinyals|Chris Dyer|Razvan Pascanu|Peter Battaglia","2018-03-08 22:20:00","2018-03-08 22:20:00",5.66666666666667,3,"Hy1d-ebAb",NA,"1803.03324v1","automatic"
"Adversarial reading networks for machine comprehension","[""Quentin Grail"", ""Julien Perez""]",NA,NA,NA,NA,4.66666666666667,3,"Hy3MvSlRW",NA,NA,"automatic"
"A Neural Representation of Sketch Drawings","[""David Ha"", ""Douglas Eck""]","A Neural Representation of Sketch Drawings","David Ha|Douglas Eck","2017-04-11 18:09:01","2017-05-19 16:40:16",7,3,"Hy6GHpkCW",NA,"1704.03477v4","automatic"
